Business ID,Business Name
813,Faith Church of Urbana
814,Merry Ann's Diner
815,Body Therapy Center
816,TLC Pest Control
817,El Progreso
818,Maize Mexican Grill
819,"Mattex Service - Heating, Cooling and Plumbing"
820,Jennifer Allen Therapies
821,Meadowbrook Park
822,Typecast Ink Tattoo & Piercing Studio
823,Bergner's
824,Seno Formal Wear
825,Town & Country Apartments
826,Legends Golf Course
827,Gailey Eye Clinic
828,United Fuel
829,Sliders
830,The Studio
831,Leaders For Life Martial Arts
832,Rainbow Garden
833,Sweet Dreams Mattress
834,Edible Arrangements
835,Toys R US
836,BMI Management
837,Carmon's Bistro
838,JSM Living
839,Blockbuster Video
840,Dublin O'Neil's
841,Campus Ink Printing
842,M & M Auto Sales
843,301 Mongolia
844,Dentistry by Design
845,Bella Vita Massage
846,LongHorn Steakhouse
847,Gasoline Alley
848,Jiffy Lube
849,The Neighbors At The Ice House
850,Espresso Royale
851,Midwest Automotive & Diesel
852,Flooring Surfaces
853,Reynolds Towing Service
854,Skins & Tins Drum Shop
855,Andrae's Harley-Davidson
856,Bangkok Thai and Pho 911
857,Verizon
858,TruGreen Lawn Care
859,Mettler Therapy
860,Midas
861,GFS
862,D&S Sewer
863,Illini Tower
864,Kcm Auto Care
865,Allen Hall
866,Kato's Cajun
867,Champaign Appliance Center
868,Huaraches Moroleon
869,Ramshaw Real Estate
870,Aroma Curry House
871,Meatheads
872,Carle Medical Supply
873,Walgreens
874,Papa Murphy's
875,4U Nails & Spa
876,Wingin Out
877,Classic Home Consignment
878,Beaumont Tire & Auto Repair
879,A & R Mechanical Contractors Inc
880,This Is It Furniture
881,Busey
882,Supercuts
883,Binny's Beverage Depot
884,Pretty Nails
885,Champaign County YMCA
886,Black Rock Pizza Co.
887,Jet's Pizza
888,Walgreens
889,I-Power School of Gymnastics
890,Smoke 'Que & Brew
891,J Gumbo's
892,Ulta Beauty
893,Sarku Japan
894,Roof Doctors
895,Ramjet
896,"Thomas E Standley, DMD"
897,Weed Man
898,P K Jewelry Repair
899,Magic Needle
900,Bowie Chiropractic
901,Espresso Royale
902,City Girl Yogurt
903,Prairieview Landscaping Company
904,Sullivan-Parkhill Automotive
905,Value Place Champaign
906,Denny's Professional Cleaners & Launderers
907,Garber's Cleaners
908,TJ's Laundry & Dry Cleaning
909,88 West Apartments
910,The Brake Shop
911,Moore Trees
912,Witte Electric
913,Pizza M
914,Bed Bath & Beyond
915,Ming Garden
916,Baytowne Nails
917,Team Gauze
918,Rick's Bakery Cafe
919,Stone Creek Golf Club
920,Boneyard Bar & Bbq
921,Health Alliance Medical Plans
922,Day Spa
923,Starbucks
924,Thornton's Oil Company
925,Illini Nissan
926,Planet Fitness - Champaign
927,The UPS Store
928,Wilbur's Taxi
929,Aspen Dental
930,Speed Lube Oil Change Shop
931,Walgreens
932,Arby's
933,Big Grove Tavern
934,FedEx Office Print & Ship Center
935,Panda Express
936,May's Alterations
937,YMCA
938,Dick's Sporting Goods
939,Cafe Zojo
940,"Ramsay M Dean, DDS"
941,Haussermann Alan W DDS
942,Caribbean Grill Food Truck
943,Quencher Smoothie's
944,Andy's Enterprise & Auto Beauty
945,Queen's Nails
946,American Eagle Auto Glass
947,Microtel Inn & Suites By Wyndham Champaign
948,Joe's Automotive Repair
949,Karen Luster Electrolysis
950,Property Management People
951,Central Illinois Bank
952,Ichiban Buffet
953,All Star Nails
954,Merry Maids
955,Wedding Cakes by Rosie
956,Clean Houses C U
957,McVicker Martial Arts
958,All Things Kids
959,Park 150 Self Service Storage
960,Walgreens
961,Denver Mattress
962,217 & Smith's Towing
963,TCBY
964,Cracked the Egg Came First
965,Live Action Games
966,Arrowhead Lanes
967,Innu Hair Salon
968,Regal Nails
969,Sears Auto Center
970,Shaffer's Sanitary
971,Jet Cab
972,National Mini Warehouses
973,Simply Amish Champaign
974,Elite Bridal Shop
975,Ford City
976,Perfect Arch Salon
977,T Mobile Baytowne Shopps
978,La-Z-Boy Furniture Galleries
979,Prairie Fire Restaurant
980,United States Post Office
981,Finish Line
982,Illini Union Bookstore
983,Starr Limousine
984,Cassel Home Comfort Heating & Cooling
985,Gallo-Miller Paint & Collision Repair
986,Champaign Dental Care
987,Studio 9 Hair Design
988,Urbana Acupuncture
989,Wedge Tequila Bar & Grill
990,Eden's Rain Salon
991,Hada Cosmetic Medicine
992,Volo Broadband
993,Storage Squad-University of Illinois
994,Bensky Family Acupuncture
995,Christie Clinic Illinois Marathon
996,Dave's Collision Repair
997,Pro-Tech Motors
998,LaVida Massage of Champaign
999,Frank's A. Carpenter
1000,Five Guys Burgers & Fries
1001,Grizzly's Chimney Sweep
1002,Super Taco
1003,United States Government
1004,Advantage Hobby
1005,Arby's
1006,Illini Home Improvements
1007,R & H Cab
1008,Wendy's
1009,Eyemart Express
1010,Noy Tailoring and Alterations
1011,Freedom's Choice
1012,Hessel Park Family Dentistry
1013,Rehab Professionals
1014,Precision Painting
1015,Chipotle Mexican Grill
1016,Rainstorm Car Wash
1017,Gerber Collision & Glass
1018,Buca di Beppo Italian Restaurant
1019,Eddie Bauer
1020,TGI Fridays
1021,South China Restaurant
1022,Aldi
1023,Sunny China Buffet
1024,Urban Beauty & Fashion
1025,RentChampaign
1026,Abbott's Florist
1027,Charter Fitness
1028,Teavana Tea Store
1029,Glenn Poor's Audio-Video
1030,T & G Maintenance & Construction
1031,Dulak Pilates Center
1032,K-Bowl
1033,Denny's
1034,Louie's Dixie Kitchen
1035,Lanz Heating & Cooling
1036,Jimmy John's
1037,Hhgregg
1038,New Prairie Construction
1039,Men's Wearhouse
1040,Domino's Pizza
1041,Yoga Institute of Champaign-Urbana
1042,Angel Nails
1043,"Erwin, Martinkus, & Cole"
1044,Mas Amigos
1045,Urbana Plumbing & Heating
1046,Robin's Nest
1047,Arby's
1048,"Paul S Sahni, DMD, MSD, PC"
1049,Toro Loco
1050,Urbana Landmark Hotel
1051,Hertz Rent A Car
1052,Wingstop
1053,BoBo's BBQ
1054,Greyhound Bus Lines
1055,Gordmans
1056,City of Champaign
1057,The Tan Company
1058,Jimmy John's
1059,Drew's Pizza
1060,The Empanadas House
1061,Wendy's
1062,College Chefs
1063,First Mid-Illinois Bank & Trust
1064,A Hunt Design
1065,Don's 24 Hour Towing
1066,Burrito King
1067,Worden-Martin Buick GMC
1068,McDonald's
1069,Hansen & Co Barber Shop
1070,Jersey Mike's Subs
1071,Aldi Grocery
1072,Cooperative Healing
1073,Station 6 Pizza
1074,D&D Cleaning
1075,Champaign Marathon
1076,Melby Chiropractic
1077,Movers 4 Less Inc
1078,Chester's BBQ
1079,Bridal & Formal Wear Alterations by Azar
1080,World Nail Spa
1081,McKinley Event Center
1082,CompleteCare Pharmacy
1083,Tortica's Grill
1084,Chase Bank
1085,Halfar Plumbing
1086,Masterspec Home Inspection Service
1087,Ruler Foods
1088,Mobil Super Pantry
1089,El Oasis
1090,Feldkamp's 24Hr Towing
1091,Anderson Automotive
1092,Byers Vacuum Cleaner Sales & Service
1093,Auntie Lee's Chinese Kitchen
1094,The Art Party Studio
1095,Pizzazz Haircutery
1096,The Bike Project of Urbana-Champaign
1097,Angel Hair & Nail
1098,Campus Nails
1099,Bankier Apartments
1100,Acupuncture & Chinese Herb Center
1101,Americas Best Value Inn
1102,Dj's Automotive Service and Repair
1103,Tang Dynasty
1104,No. 7 Salon & Spa
1105,FYXIT
1106,Burger King
1107,Bark Avenue Canine Coiffures
1108,Sitara
1109,FedEx Office Print & Ship Center
1110,Champaign Chrysler Dodge Jeep Ram
1111,US Post Office
1112,Krispy Krunchy Chicken
1113,Family Dental Care of Champaign
1114,White Horse Inn
1115,Shangri-La Massage
1116,Burrito King
1117,The Music Shoppe
1118,Pinky's Piercings's & Fine Body Jewelry
1119,Titan Games
1120,Casual Male XL
1121,Black Rock Pizza
1122,Minneci's at the Crossing
1123,Safelite AutoGlass
1124,Anna's Nail Salon
1125,Braun-Meyer Apartments
1126,Classic Events
1127,Flooring America
1128,Flying Machine Coffee
1129,Harold Huang Photography
1130,Dixon Graphics
1131,Portrait Innovation
1132,Underground Printing
1133,The Pointe at U of I
1134,Ambar India
1135,Health In Harmony Wellness Center
1136,Black Rock Pizza
1137,Layalina Mediterranean Grill
1138,Cost Cutters
1139,Neutral Cycle Workshop
1140,Champaign Jewelers
1141,Residence Inn by Marriott Champaign
1142,Sakanaya Restaurant
1143,Zmodo Technology
1144,Cabo's Cantina and Grill
1145,The Auto Mall of Champaign
1146,G.A.S Barbershop & Hair Salon
1147,Orange & Brew
1148,Urbana Butcher Shop
1149,Campus Mobile Solutions
1150,Amano's Pizza
1151,AutoZone
1152,Cat Clinic of Central Illinois
1153,McDonald's
1154,Office Depot
1155,Nantucket Cove Apartments
1156,Derailed 57 Bar
1157,Popeyes Louisiana Kitchen
1158,Enterprise Rent-A-Car
1159,Evergreen Tobacco
1160,Rueck Insurance
1161,April's Florist
1162,Shear Impressions
1163,AMC Champaign 13
1164,Autozone
1165,K-On Karaoke
1166,The Weiner Companies
1167,Wild Side Smoke Shop
1168,Bent Bean
1169,J.Y. Chang's
1170,Layalina Mediterranean Grill
1171,Central Illinois Autobody Inc
1172,Ice Arena
1173,Pace Pro Carpet Cleaners and Restoration
1174,Attie's Bar & Grill
1175,Datta Taxi & Charter
1176,King's Barber Shop
1177,Greg's Truck & Auto Repair
1178,The Upper Bout
1179,1 Man 2 Hands
1180,Gene's Barber Shop
1181,Republic Services
1182,Dunkin' Donuts
1183,Hutchcraft Van Service
1184,Green Yoga Spa
1185,Busey
1186,Tasty Fish Chicken & Grill
1187,Photography by Kallol
1188,Lovely Nails
1189,Payless Shoesource
1190,Casey's General Store
1191,La Petite Academy of Champaign
1192,Vineyard Church
1193,Ace Hardware
1194,Neutral Cycle
1195,Reed M J Jewelers
1196,A Plus VIP Lounge
1197,Kofusion
1198,Illini Union Tech Zone
1199,Landscape Recycling Center
1200,Ron's Campus Locksmith Shop
1201,Walgreens
1202,Asian Taste Restaurant
1203,Caffebene
1204,The Blind Pig Brewery
1205,La Chic Nails
1206,Champaign Cycle
1207,Advance Muffler Plus
1208,Bender's Mattress Factory & Sleep Shoppe
1209,Kennedy Wilson Properties
1210,Gramercy Park Apartments
1211,Three King Heating and Air
1212,Steve Tarrant - State Farm Insurance Agent
1213,Campustown Rentals
1214,Masijta Grill
1215,Papa D's Bar & Grill
1216,Sparkle PRO Window Cleaning
1217,KleenRite
1218,Firehouse Subs
1219,Cloud 9 Auto Detail
1220,Dunkin' Donuts
1221,Five Guys
1222,Illinois American Water Company
1223,Pear Tree Estate
1224,Don Juan Cocina Mexicana & Cantina
1225,JCPenney
1226,Burger King
1227,Shaw's Premier Painting
1228,AT&T
1229,Leone Chiropractic Clinic
1230,Einstein Bros Bagels
1231,Candlewood Suites Champaign-Urbana Univ Area
1232,A To Z Appliance Repair
1233,The Civilized Gypsy's Tattoo Parlor
1234,Ye Olde Donut Shoppe
1235,Mas Amigos Truck
1236,Hendrick House Food Truck
1237,MX Electric
1238,Charlotte Russe
1239,Charter Fitness
1240,iFixed
1241,Elegant Nails Lounge
1242,Merrill Landscape Services
1243,Biggby Coffee
1244,Save-A-Lot
1245,The Dog Den
1246,Wendy's
1247,Sylvia's Irish Inn
1248,The Beach - Sun and Spa
1249,Hyatt Place Champaign/Urbana
1250,Wampler Property Management
1251,Baskin Robbins
1252,Mattress Firm Champaign
1253,Let Us Get Dirty For You
1254,Sholem Aquatic Center
1255,Beck's License & Title Service
1256,Champaign True Tires
1257,Round Barn True Value Hardware
1258,West Main Dental
1259,A&B Scissor Hands
1260,Beattie Ellen M
1261,Advance Auto Parts
1262,American Freight Furniture and Mattress
1263,Carter's Furniture
1264,McDonald's
1265,Simply Mac
1266,Hobby Lobby
1267,Kay Jewelers
1268,Starcrest Cleaners
1269,Paper Destiny
1270,McDonalds
1271,Starcrest Cleaners
1272,Koto Ramen
1273,Uncle Martin's Sports Bar
1274,Sew Sassy
1275,Miga
1276,Panda Express
1277,Car Care Collision Centers
1278,Cafe Sababa
1279,Regal Nails
1280,ThirdSide
1281,Walmart Supercenter
1282,White Tiger Tae Kwon Do
1283,Champaign Chiropractic Clinic
1284,SK Exteriors
1285,Just Be Salon
1286,Subway
1287,Gire Roofing
1288,The Dancing Dog Eatery & Juicery
1289,Footlocker
1290,Art In Motion Dance Studio
1291,Apricot Lane
1292,QDOBA Mexican Eats
1293,ONE North
1294,Days Inn Champaign/Urbana
1295,Pavlov Media
1296,Doughbelly Subs
1297,Jurassic Grill
1298,Steam Industries Vape Lounge
1299,Super Niro Gyro
1300,Illini Recycling
1301,Neves Group Property Management
1302,Bohemia
1303,Mattress Boss
1304,McDonald's
1305,Sport Clips Haircuts of Champaign - Old Farm Shops
1306,Pho Cafe
1307,Wedge Tequila Bar & Grill
1308,Arby's
1309,Crossroads Grooming & Boarding
1310,Orange Leaf Frozen Yogurt
1311,T L Jones Salon
1312,Which Wich
1313,Gander Mountain - Champaign
1314,Champaign Ford City
1315,Fat City Bar and Grill
1316,Wyndham Garden Urbana Champaign
1317,Dragon Fire Pizza
1318,BodyWork Associates
1319,Dale Levitt Disposal
1320,Hot Pot Lab
1321,Mashawi Grill
1322,Sprint Store
1323,Vapors
1324,The Ryan Dallas Team
1325,"Kathy Eaton, DDS"
1326,Domino's Pizza
1327,Horizon Hobby
1328,Voice KTV
1329,Hardee's
1330,Wendy's
1331,Pandamonium Doughnuts Food Truck
1332,Living Yoga Center
1333,The Champaign Fitness Center
1334,The Magic Needle
1335,Country Fair
1336,Luther Falls Custom Kitchens
1337,Milk Tea House
1338,Vibez Performance Car Audio
1339,Walmart Supercenter
1340,Jamelynn's Massage Therapy
1341,The Tower At Third
1342,Angel Nails
1343,V Picasso
1344,Advance Auto Parts
1345,Black Dog Smoke & Ale House
1346,Bellhops
1347,Green Street Realty
1348,ROKs Tacos - Korean BBQ Tacos
1349,El Patio
1350,Restoring Balance
1351,Lacy's
1352,Diva Nails
1353,Twin City Movers
1354,Parkside Apartments
1355,Cozy Hair
1356,Pizzeria Antica
1357,Something You Salon & Spa
1358,Mr. Rooter Plumbing of Champaign
1359,AT&T U-verse
1360,Windsor West Apartments
1361,America's Best Contacts & Eyeglasses
1362,Creative Smiles Dental Care
1363,West Quad
1364,Klismith Tree Service
1365,Plant Mode
1366,Yori Q Korean Grill & Bar
1367,Dream State Massage Therapy
1368,Shanghai 1938
1369,Bacheller David DMD
1370,J&J Cell Phone Repair
1371,Jaivika Salon
1372,TownPlace Suites
1373,Comcast Service Center
1374,Great Value Storage
1375,Strawberry Fields
1376,Verizon Wireless
1377,Breathe In Spa
1378,Mr Fix It Auto Clinics
1379,Fluid Event Center
1380,Spicy Tang
1381,United States Post Office
1382,Urbana Sweetcorn Festival
1383,RePhoned
1384,The Salon House
1385,Chatime Champaign
1386,Azzip Pizza
1387,Green Mobile
1388,Second Hand Rose
1389,Helmuth Garage Door
1390,Bab Plus Korean Restaurant
1391,"Jeffrey Frerichs, DDS"
1392,Master Nails
1393,Hopscotch
1394,Starbucks
1395,Brixx Wood Fired Pizza
1396,Champaign-Urbana Adventures in Time & Space
1397,Dunkin Donuts  Baskin Robbins
1398,Glow by Lola
1399,"Jordan Christopher, DDS MSD, PC"
1400,Window Genie of Champaign
1401,Wienerschnitzel
1402,Helzberg Diamonds
1403,Moe's Southwest Grill
1404,ONE South
1405,Pride Lawn Care & Outdoor Services
1406,Snow Meets Coffee
1407,Szechuan China
1408,Sipyard
1409,Defy Gravity
1410,Sport Clips Haircuts of Champaign - Neil Plaza
1411,Attention to Detail
1412,Sephora
1413,The Electrum Group
1414,217
1415,Ruler Foods
1416,Jet's Pizza
1417,Nando Milano Trattoria
1418,Familia Dental
1419,Dear 72
1420,Starbucks
1421,Urbana Boulders
1422,J.D. Byrider
1423,Mike Williams
1424,Agape Hearts & Hands Massage
1425,Express Plumbing
1426,Lee's Hair Salon
1427,F E Moran Security Solutions
1428,Kimmy's Cat Care
1429,PNC Bank
1430,Lenscrafters
1431,Pancheros Mexican Grill
1432,Barrelhouse 34
1433,Sugar By Sarah
1434,"Kevin Glancy, OD"
1435,Arrow Taxicab Service
1436,Garage One Enterprises
1437,Bouffant Salon
1438,Brainstorm Escapes
1439,Illinois Terminal
1440,Bar M
1441,Latea Bubble Tea Lounge
1442,Vape Vault
1443,Perfectionist Cleaning Services
1444,Watson's Shack & Rail
1445,High Caliber Training Center & Indoor Range
1446,Haymakers
1447,Fernando's Food
1448,Goldys
1449,Sears Hometown Store
1450,Fred's Plumbing Heating Air Conditioning Electric
1451,Art Mart
1452,Joe Allan Properties
1453,Rkooa Hair Design
1454,Tatman's Towing
1455,Interstate All Battery Center
1456,Kurt Lenschow - State Farm Insurance Agent
1457,San Maru
1458,Seoul Taco
1459,Asian Supermarket
1460,Caffe Bene
1461,HoneyBaked Ham & Cafe
1462,The Little Gym
1463,Athletico Physical Therapy
1464,Dandelion Vintage & Used Clothing
1465,BBQ Premium Chicken
1466,"Wireless Mikes, Verizon Authorized Retailer"
1467,Ritual Salon
1468,Janice Vidovic Realtor - Keller Williams
1469,Above & Beyond Detailing
1470,Waldhoff Gard & Associates - Keller Williams Realty
1471,Elite Entertainment
1472,Element on Main
1473,The Pop Stop
1474,Rumours Hat Shoppe
1475,Cookies by Design
1476,The Eye Center
1477,Bash Heating & Air Conditoning
1478,Blink Mobile
1479,Belicious Bakery
1480,Drummond Carpet & Upholstery Care
1481,Alexander Chiropractic
1482,First Column Student Living
1483,CampusTown Urgent Care
1484,Riggs Beer Company
1485,Specialized Automotive
1486,Campus Burger
1487,Lisa's Custom Sound Shop
1488,Wood N' Hog Barbecue
1489,Klatt Properties
1490,Flyght Bar and Lounge
1491,Impressions Auto Detailing
1492,Sweet Indulgence
1493,309 Green
1494,Krispy Krunchy Chicken
1495,Next Chapter Properties
1496,Tacos Locos Food Truck
1497,Red Robin Gourmet Burgers
1498,Home2 Suites by Hilton
1499,MasterCuts
1500,Klatt Properties
1501,Salon Xpression
1502,8F Ice Cream & Crepe
1503,Starbucks
1504,Mr. Kyoto
1505,Kouski Landscaping Co.
1506,Flora Gems
1507,Atlantic Services
1508,Bangkok Thai & PHO 911
1509,The Hub
1510,Baxter's American Grille
1511,Harvest Market
1512,All Things Moving
1513,Grovestone
1514,Hammerhead Coffee
1515,Slim Chickens
1516,Farmhouse Restaurant At Harvest Market
1517,Mango Mango Creamery
1518,901 Western
1519,Keri Powell Therapy
1520,Kohinoor Indian Restaurant and Lounge
1521,Mid-Summer Lounge
1522,Scotty's Brewhouse
1523,Hamilton Walker's
1524,Hybrid Fit Food
1525,Rainstorm Car Wash
1526,Field & Stream
1527,Pickwick Coffee Roasting
1528,Giordano's - Champaign
1529,Jipbap Taste of Korea
1530,Ozu Ramen
1531,Millbern Automotive
1532,Leadbelly's
1533,Top Hair Salon
1534,Breakfast Life and Dinner
1535,M Sushi & Grill
1536,Taco John's
1537,Urbana Fine Arts Center
1538,Marco's Pizza
1539,Spicy Tang
1540,Cafe Social
1541,Crossroads Corner Consignment
1542,Tech Spec Home Inspection Service
1543,Verizon Russell Cellular
1544,Midwest Barber Co
1545,Clean Boss
1546,Market U
1547,5 Star Nutrition Champaign
1548,Finest Home Inspection
1549,Planet Fitness
1550,Econo Lodge Champaign Urbana - University Area
1551,Kung Fu BBQ
1552,HuHot Mongolian Grill
1553,Salad Meister
1554,The Himalayan Chimney
1555,Little Caesars Pizza
1556,Portillo's
1557,Caribbean Grill Restaurant
1558,Fresh International Market
1559,LabEscape
1560,Wendy's
1561,Artbox
1562,Maize at the Station
1563,UI Auto Club Car
1564,Sportland Motor Sports
1565,Pie's the Limit
1566,Red Bicycle Ice Cream
1567,BrewLab Coffee
1568,Taipei Cafe
1569,Beau Visage
1570,Lao Sze Chuan Champaign
1571,Paris Super Crepes
1572,Slice Factory
1573,Kung Fu Tea
1574,Amaravati  Indian Royal Cuisine
1575,Freddy's Frozen Custard & Steakburgers
1576,Red Cape Hot Pot
1577,Teamoji
1578,Surburban Express
1579,Millikan Masonry
